Num of reads real,Coverage percentage,Num of mice,Num of samples,Samples-mice ratio,Score,Num of reads
168034140,120,2,84,42,0.798341711,168.03414
168038644,140,2,97,48.5,0.933943934,168.038644
168145103,40,8,307,38.375,0.937657859,168.145103
168183967,70,9,191,21.22222222,0.911742155,168.183967
168213428,60,9,215,23.88888889,0.900406982,168.213428
168271390,120,3,103,34.33333333,0.88609899,168.27139
168281901,60,4,208,52,0.93449373,168.281901
168348464,80,3,162,54,0.906439849,168.348464
168372069,60,8,221,27.625,0.941595013,168.372069
168399221,50,4,239,59.75,0.900761895,168.399221
168600335,100,6,131,21.83333333,0.884254808,168.600335
168600335,100,6,131,21.83333333,0.974901524,168.600335
168659688,130,2,99,49.5,0.919073178,168.659688
168675051,40,7,317,45.28571429,0.956167462,168.675051
168786856,100,3,129,43,0.923574365,168.786856
168850648,50,6,247,41.16666667,0.927458286,168.850648
168912279,120,3,102,34,0.872249691,168.912279
168970413,60,4,194,48.5,0.743686067,168.970413
169116405,90,4,142,35.5,0.870690634,169.116405
169327302,110,4,119,29.75,0.852133762,169.327302
169340486,130,4,101,25.25,0.925838161,169.340486
169340486,130,4,101,25.25,0.9846268,169.340486
169428466,70,4,175,43.75,0.870963282,169.428466
169522912,70,5,189,37.8,0.920151902,169.522912
169628972,140,3,95,31.66666667,0.894555004,169.628972
169678392,140,4,84,21,0.890280916,169.678392
169678392,140,4,84,21,0.988003698,169.678392
169745698,40,6,299,49.83333333,0.93583507,169.745698
170120993,140,1,68,68,0.755466098,170.120993
170289275,90,3,128,42.66666667,0.819737223,170.289275
170317036,80,6,163,27.16666667,0.850082326,170.317036
170325866,120,4,101,25.25,0.850595609,170.325866
170389314,100,4,139,34.75,0.843483891,170.389314
170524792,50,7,246,35.14285714,0.888743178,170.524792
170698459,60,8,214,26.75,0.895860492,170.698459
170702399,50,7,246,35.14285714,0.943787763,170.702399
170937509,40,9,311,34.55555556,0.939853545,170.937509
171138929,40,9,323,35.88888889,0.953878842,171.138929
171153498,60,7,207,29.57142857,0.842219644,171.153498
171174346,60,5,218,43.6,0.95292451,171.174346
171176600,110,5,121,24.2,0.877690585,171.1766
171223469,50,5,273,54.6,0.948873587,171.223469
171464141,80,3,160,53.33333333,0.898717626,171.464141
171564691,140,3,84,28,0.886098692,171.564691
171564691,140,3,84,28,0.988659044,171.564691
171841544,90,5,155,31,0.919037137,171.841544
172011534,50,8,268,33.5,0.951961671,172.011534
172013114,140,5,95,19,0.879587398,172.013114
172013114,140,5,95,19,0.979012132,172.013114
172046768,140,4,93,23.25,0.912496723,172.046768
172295466,70,7,185,26.42857143,0.909389789,172.295466
172319200,100,4,137,34.25,0.908927634,172.3192
172486748,40,8,316,39.5,0.917614827,172.486748
172556973,90,7,150,21.42857143,0.864166823,172.556973
172568836,70,5,200,40,0.934741161,172.568836
172672752,50,6,260,43.33333333,0.954454112,172.672752
172811020,90,2,125,62.5,0.796690189,172.81102
172872105,60,7,214,30.57142857,0.921196366,172.872105
172872105,60,7,214,30.57142857,0.981594101,172.872105
173076040,100,5,121,24.2,0.855767026,173.07604
173116067,60,4,217,54.25,0.946596036,173.116067
173141867,50,9,265,29.44444444,0.925721133,173.141867
173382072,80,8,164,20.5,0.885008541,173.382072
173382072,80,8,164,20.5,0.97256131,173.382072
173400987,120,4,118,29.5,0.855616794,173.400987
173401949,80,5,166,33.2,0.840381381,173.401949
173459984,140,4,96,24,0.93066979,173.459984
173663860,120,3,102,34,0.852425226,173.66386
173712214,70,6,185,30.83333333,0.905093656,173.712214
173912494,50,6,250,41.66666667,0.922745278,173.912494
174073060,50,5,273,54.6,0.940266559,174.07306
174090550,50,8,269,33.625,0.938791046,174.09055
174293917,60,9,223,24.77777778,0.927856241,174.293917
174351645,50,9,269,29.88888889,0.946434304,174.351645
174351645,50,9,269,29.88888889,0.988049179,174.351645
174432020,110,2,117,58.5,0.892085572,174.43202
174496329,110,5,125,25,0.896183454,174.496329
174547876,50,6,274,45.66666667,0.954705626,174.547876
174555813,90,6,150,25,0.857615283,174.555813
174555813,90,6,150,25,0.972175168,174.555813
175027253,100,2,113,56.5,0.791187728,175.027253
175080400,60,6,227,37.83333333,0.954082185,175.0804
175080400,60,6,227,37.83333333,0.987559369,175.0804
175211523,70,6,182,30.33333333,0.827133166,175.211523
175255735,60,5,213,42.6,0.902433891,175.255735
175575680,70,5,183,36.6,0.855057001,175.57568
175672666,50,8,276,34.5,0.955736489,175.672666
175672666,50,8,276,34.5,0.988049181,175.672666
175747204,70,6,191,31.83333333,0.869692734,175.747204
175944741,130,5,107,21.4,0.944497904,175.944741
175947302,50,9,263,29.22222222,0.917368166,175.947302
176070824,110,4,109,27.25,0.861924813,176.070824
176245233,40,7,322,46,0.956074072,176.245233
176677470,90,4,151,37.75,0.871442705,176.67747
176849682,80,8,167,20.875,0.90342434,176.849682
177039478,130,3,99,33,0.871308803,177.039478
177045050,120,5,121,24.2,0.898686839,177.04505
177045050,120,5,121,24.2,0.979333443,177.04505
177083985,120,3,108,36,0.834823461,177.083985
177230568,70,6,187,31.16666667,0.875301727,177.230568
177267715,50,8,276,34.5,0.955922557,177.267715
177326874,90,3,135,45,0.872416539,177.326874
177361116,80,7,171,24.42857143,0.886626497,177.361116
177361116,80,7,171,24.42857143,0.972969393,177.361116
177389724,100,6,144,24,0.916855621,177.389724
177710107,50,8,257,32.125,0.91087732,177.710107
178025914,100,3,116,38.66666667,0.796277538,178.025914
178098671,90,3,148,49.33333333,0.83720773,178.098671
178240422,100,3,145,48.33333333,0.917480504,178.240422
178240464,40,8,334,41.75,0.947018345,178.240464
178273113,80,4,168,42,0.915894014,178.273113
178455385,100,5,141,28.2,0.866441201,178.455385
178455385,100,5,141,28.2,0.976371309,178.455385
178617028,120,4,116,29,0.942397106,178.617028
178817091,80,6,173,28.83333333,0.909657231,178.817091
178817091,80,6,173,28.83333333,0.981255617,178.817091
178834353,60,7,221,31.57142857,0.916826308,178.834353
178887948,80,5,181,36.2,0.824053224,178.887948
179075497,50,6,274,45.66666667,0.90744276,179.075497
179179821,90,2,144,72,0.890419992,179.179821
179337484,110,4,131,32.75,0.920950254,179.337484
179387939,130,2,96,48,0.869782412,179.387939
179457689,140,3,103,34.33333333,0.894536831,179.457689
179682198,40,7,344,49.14285714,0.975866591,179.682198
179729395,60,5,224,44.8,0.91214959,179.729395
179802474,140,3,97,32.33333333,0.822700531,179.802474
179967945,80,5,180,36,0.935454486,179.967945
180004440,70,4,194,48.5,0.941754324,180.00444
180062336,120,6,113,18.83333333,0.910724619,180.062336
180062336,120,6,113,18.83333333,0.981811023,180.062336
180127134,40,7,330,47.14285714,0.955354935,180.127134
180156234,100,7,137,19.57142857,0.898656485,180.156234
180156234,100,7,137,19.57142857,0.979862027,180.156234
180409711,100,6,135,22.5,0.873437028,180.409711
180612052,80,4,172,43,0.934085028,180.612052
180638278,70,6,198,33,0.906274546,180.638278
180653164,40,9,335,37.22222222,0.949565104,180.653164
180775584,40,9,341,37.88888889,0.959754527,180.775584
180806660,40,7,329,47,0.940737333,180.80666
180861522,140,2,106,53,0.954371151,180.861522
180934795,50,5,277,55.4,0.96550954,180.934795
181007577,90,7,158,22.57142857,0.923278041,181.007577
181007577,90,7,158,22.57142857,0.983927992,181.007577
181010593,110,5,136,27.2,0.920544675,181.010593
181037556,90,8,156,19.5,0.894601098,181.037556
181037556,90,8,156,19.5,0.977084747,181.037556
181049395,70,5,178,35.6,0.836276716,181.049395
181202024,120,4,121,30.25,0.878190282,181.202024
181241980,120,3,109,36.33333333,0.837661106,181.24198
181410288,80,4,163,40.75,0.772202477,181.410288
181410973,80,3,179,59.66666667,0.85456344,181.410973
181487646,50,7,269,38.42857143,0.950398625,181.487646
181503993,50,8,269,33.625,0.93816541,181.503993
181581870,90,5,146,29.2,0.845557976,181.58187
181633510,140,2,99,49.5,0.907617303,181.63351
181657123,100,5,134,26.8,0.886519202,181.657123
181987252,80,6,167,27.83333333,0.853568092,181.987252
181993901,130,3,109,36.33333333,0.902808039,181.993901
182036985,130,2,84,42,0.837753852,182.036985
182294006,130,3,103,34.33333333,0.896634059,182.294006
182366678,140,4,101,25.25,0.948806581,182.366678
182366678,140,4,101,25.25,0.989958429,182.366678
182431871,80,7,182,26,0.917150292,182.431871
182592834,40,7,327,46.71428571,0.95721899,182.592834
182857870,90,4,151,37.75,0.885324003,182.85787
182882650,90,2,132,66,0.856522525,182.88265
182936077,60,6,241,40.16666667,0.920406806,182.936077
182988302,130,3,102,34,0.895906307,182.988302
183342056,110,6,140,23.33333333,0.929844203,183.342056
183442069,60,5,222,44.4,0.81095456,183.442069
183454952,90,4,160,40,0.959589155,183.454952
183620557,60,9,227,25.22222222,0.903349323,183.620557
183768985,100,4,138,34.5,0.884093968,183.768985
183862030,90,3,148,49.33333333,0.851266238,183.86203
183893393,90,4,155,38.75,0.883070021,183.893393
184200255,90,5,150,30,0.909291706,184.200255
184495300,80,4,178,44.5,0.937695972,184.4953
184495300,80,4,178,44.5,0.983543659,184.4953
184519688,130,4,101,25.25,0.884878221,184.519688
184604398,60,7,243,34.71428571,0.947688929,184.604398
184720693,120,4,119,29.75,0.877420837,184.720693
184805911,100,3,142,47.33333333,0.862277383,184.805911
184824118,60,4,213,53.25,0.89207495,184.824118
184926556,90,5,158,31.6,0.883393704,184.926556
184926556,90,5,158,31.6,0.977061947,184.926556
185033313,60,5,222,44.4,0.874666941,185.033313
185255083,90,4,157,39.25,0.912379943,185.255083
185263056,90,6,156,26,0.926861134,185.263056
185323424,40,6,328,54.66666667,0.950472195,185.323424
185460368,110,6,131,21.83333333,0.883253437,185.460368
185460368,110,6,131,21.83333333,0.975118468,185.460368
185665541,110,3,129,43,0.914958654,185.665541
185727264,70,6,207,34.5,0.919526138,185.727264
185749776,90,5,147,29.4,0.906310252,185.749776
185749776,90,5,147,29.4,0.980112601,185.749776
185753340,100,4,143,35.75,0.908066376,185.75334
185762739,80,5,180,36,0.906511699,185.762739
185788907,40,6,341,56.83333333,0.95343894,185.788907
185951293,60,7,228,32.57142857,0.933876886,185.951293
186049255,60,5,241,48.2,0.92603854,186.049255
186064727,100,4,153,38.25,0.94126298,186.064727
186064799,70,5,201,40.2,0.920736651,186.064799
186072526,90,7,163,23.28571429,0.874513986,186.072526
186196697,100,4,132,33,0.881542354,186.196697
186392982,60,9,239,26.55555556,0.93747651,186.392982
186392982,60,9,239,26.55555556,0.985064538,186.392982
186439179,50,7,280,40,0.950226695,186.439179
186738109,120,5,121,24.2,0.862535997,186.738109
186771277,80,9,179,19.88888889,0.909792891,186.771277
186771277,80,9,179,19.88888889,0.9807913,186.771277
186935850,80,3,175,58.33333333,0.929182646,186.93585
187117942,80,6,177,29.5,0.87159195,187.117942
187175775,60,6,225,37.5,0.892540196,187.175775
187428245,110,4,139,34.75,0.819286403,187.428245
187510985,90,5,163,32.6,0.88601985,187.510985
187529955,50,9,287,31.88888889,0.94033607,187.529955
187655540,60,7,229,32.71428571,0.900153657,187.65554
187824355,80,6,186,31,0.904399525,187.824355
187851069,130,4,118,29.5,0.855302545,187.851069
187907117,100,4,142,35.5,0.897814265,187.907117
187954028,50,8,282,35.25,0.925703002,187.954028
188105675,60,7,223,31.85714286,0.887830774,188.105675
188113396,70,6,220,36.66666667,0.952857177,188.113396
188134607,80,8,185,23.125,0.881398281,188.134607
188135849,130,3,102,34,0.864888565,188.135849
188268497,40,9,351,39,0.964429846,188.268497
188327483,80,8,183,22.875,0.890478436,188.327483
188863916,50,8,281,35.125,0.932621662,188.863916
188909173,80,5,182,36.4,0.898447562,188.909173
188932818,50,7,270,38.57142857,0.930706528,188.932818
188959602,60,6,222,37,0.898964252,188.959602
189120162,50,9,287,31.88888889,0.943081687,189.120162
189210306,100,3,128,42.66666667,0.831510288,189.210306
189287917,70,5,211,42.2,0.917197035,189.287917
189392022,90,3,162,54,0.899091658,189.392022
189478952,140,5,107,21.4,0.957816921,189.478952
189551120,110,4,137,34.25,0.919305833,189.55112
189682516,70,9,209,23.22222222,0.93292551,189.682516
189682516,70,9,209,23.22222222,0.984697346,189.682516
189863253,60,4,228,57,0.875457625,189.863253
190051627,60,8,234,29.25,0.930025082,190.051627
190118986,80,3,160,53.33333333,0.807815628,190.118986
190223218,40,9,360,40,0.974338088,190.223218
190289476,120,2,117,58.5,0.903918292,190.289476
190359632,120,5,125,25,0.900911474,190.359632
190383644,110,5,121,24.2,0.889228582,190.383644
190657899,140,3,99,33,0.856920733,190.657899
190935049,100,5,155,31,0.92393451,190.935049
191352728,80,7,192,27.42857143,0.920902362,191.352728
191472008,60,8,247,30.875,0.925564395,191.472008
191558868,70,8,207,25.875,0.914906082,191.558868
191558868,70,8,207,25.875,0.98133562,191.558868
191606666,90,6,163,27.16666667,0.852274345,191.606666
191634702,50,6,292,48.66666667,0.946070266,191.634702
191729970,100,7,150,21.42857143,0.863551311,191.72997
191757297,60,6,243,40.5,0.933987554,191.757297
191798804,130,5,121,24.2,0.898632742,191.798804
191798804,130,5,121,24.2,0.979290852,191.798804
191840984,130,3,108,36,0.882873529,191.840984
191992608,60,7,244,34.85714286,0.827798312,191.992608
191993846,70,5,206,41.2,0.884675178,191.993846
192012245,100,2,125,62.5,0.807562716,192.012245
192028051,60,8,244,30.5,0.936182488,192.028051
192071876,50,8,301,37.625,0.961880369,192.071876
192077263,120,4,109,27.25,0.864538906,192.077263
192210248,80,9,191,21.22222222,0.897817615,192.210248
192529978,110,2,113,56.5,0.800018856,192.529978
192897159,90,3,160,53.33333333,0.906264919,192.897159
193063729,70,5,219,43.8,0.905094608,193.063729
193187012,140,2,96,48,0.87997807,193.187012
193207473,50,7,282,40.28571429,0.889046181,193.207473
193361626,40,9,349,38.77777778,0.950418766,193.361626
193501781,130,4,116,29,0.942391793,193.501781
193632532,80,4,175,43.75,0.852597578,193.632532
193698627,70,7,215,30.71428571,0.908916057,193.698627
193698627,70,7,215,30.71428571,0.978205814,193.698627
193740471,80,5,189,37.8,0.924351548,193.740471
193950904,100,6,150,25,0.878700706,193.950904
193950904,100,6,150,25,0.980278499,193.950904
194398107,40,8,361,45.125,0.965205712,194.398107
194639372,70,8,212,26.5,0.916024003,194.639372
194639372,70,8,212,26.5,0.981375488,194.639372
194702580,50,5,262,52.4,0.911842841,194.70258
194857462,40,7,373,53.28571429,0.966294924,194.857462
195054831,90,8,164,20.5,0.904130553,195.054831
195054831,90,8,164,20.5,0.976902006,195.054831
195067531,130,6,113,18.83333333,0.91503858,195.067531
195067531,130,6,113,18.83333333,0.982201258,195.067531
195077193,90,5,166,33.2,0.852403483,195.077193
195128696,110,6,144,24,0.916349487,195.128696
195154386,70,6,202,33.66666667,0.855670279,195.154386
195174382,70,7,217,31,0.936135529,195.174382
195610646,60,7,242,34.57142857,0.896108893,195.610646
195640892,120,4,131,32.75,0.933897313,195.640892
195685967,50,9,300,33.33333333,0.956244496,195.685967
195685967,50,9,300,33.33333333,0.988244703,195.685967
195828505,110,3,116,38.66666667,0.829022067,195.828505
195993432,140,3,109,36.33333333,0.901066304,195.993432
196039830,140,2,84,42,0.820687061,196.03983
196064464,110,3,145,48.33333333,0.906748085,196.064464
196248999,70,9,215,23.88888889,0.90718928,196.248999
196300923,110,5,141,28.2,0.851925797,196.300923
196300923,110,5,141,28.2,0.97238156,196.300923
196302193,130,4,121,30.25,0.902855803,196.302193
196308301,100,4,151,37.75,0.874374063,196.308301
196316622,140,3,103,34.33333333,0.88890191,196.316622
196328885,70,4,208,52,0.926861277,196.328885
196345479,130,3,109,36.33333333,0.839988651,196.345479
196434081,70,8,221,27.625,0.959376795,196.434081
196548102,60,6,244,40.66666667,0.925027076,196.548102
196601638,60,5,232,46.4,0.851822842,196.601638
196662585,50,7,299,42.71428571,0.923186405,196.662585
196909104,80,7,185,26.42857143,0.913881737,196.909104
197029860,100,3,135,45,0.858827194,197.02986
197064326,140,3,102,34,0.897999995,197.064326
197132149,70,4,194,48.5,0.750865381,197.132149
197145680,50,7,286,40.85714286,0.927730605,197.14568
197221527,80,5,200,40,0.954189504,197.221527
197350368,50,6,282,47,0.850002222,197.350368
197466102,120,5,136,27.2,0.932936962,197.466102
197883217,50,9,287,31.88888889,0.93308679,197.883217
197887413,100,3,148,49.33333333,0.842439813,197.887413
197973581,60,6,253,42.16666667,0.949596397,197.973581
198171857,110,7,137,19.57142857,0.886248811,198.171857
198171857,110,7,137,19.57142857,0.976208223,198.171857
198372522,50,8,302,37.75,0.944059735,198.372522
198450682,110,6,135,22.5,0.873472175,198.450682
198528245,80,6,185,30.83333333,0.905133344,198.528245
198559141,50,5,302,60.4,0.925067199,198.559141
198713510,140,4,101,25.25,0.900603739,198.71351
198856611,40,9,363,40.33333333,0.952314548,198.856611
198861552,60,9,255,28.33333333,0.937130496,198.861552
198930990,60,9,251,27.88888889,0.92738466,198.93099
198955892,90,8,167,20.875,0.895775472,198.955892
199088691,100,2,144,72,0.891982282,199.088691
199148203,70,8,214,26.75,0.88739907,199.148203
199531256,90,7,171,24.42857143,0.885364851,199.531256
199531256,90,7,171,24.42857143,0.972969389,199.531256
199593127,50,8,307,38.375,0.961209953,199.593127
199679081,70,7,207,29.57142857,0.874845162,199.679081
199703403,70,5,218,43.6,0.944607939,199.703403
199822835,110,5,134,26.8,0.889839076,199.822835
200009516,120,6,140,23.33333333,0.929873171,200.009516
200114084,130,4,119,29.75,0.879097639,200.114084
200215317,60,7,254,36.28571429,0.918068605,200.215317
200241741,80,6,182,30.33333333,0.849932959,200.241741
200557252,90,4,168,42,0.915934716,200.557252
200657920,80,5,183,36.6,0.865492655,200.65792
200801573,40,9,380,42.22222222,0.976063414,200.801573
200853948,80,6,191,31.83333333,0.889411084,200.853948
201119530,100,7,158,22.57142857,0.900398179,201.11953
201119530,100,7,158,22.57142857,0.976902004,201.11953
201130326,40,8,366,45.75,0.952199741,201.130326
201152841,100,8,156,19.5,0.90462733,201.152841
201152841,100,8,156,19.5,0.981094956,201.152841
201169227,90,6,173,28.83333333,0.9116734,201.169227
201169227,90,6,173,28.83333333,0.981435287,201.169227
201218006,50,8,295,36.875,0.919796977,201.218006
201248941,90,5,181,36.2,0.865890969,201.248941
201381421,60,8,247,30.875,0.892633485,201.381421
201388678,50,9,300,33.33333333,0.925482503,201.388678
201684122,70,7,214,30.57142857,0.914150322,201.684122
201684122,70,7,214,30.57142857,0.978095338,201.684122
201757634,100,5,146,29.2,0.848080306,201.757634
201945363,40,8,370,46.25,0.937844722,201.945363
201968745,70,4,217,54.25,0.957790536,201.968745
202079065,60,4,239,59.75,0.910501834,202.079065
202113692,50,9,303,33.66666667,0.952301098,202.113692
202145883,110,4,138,34.5,0.905136247,202.145883
202217290,50,7,292,41.71428571,0.93240062,202.21729
202299618,130,5,121,24.2,0.87494195,202.299618
202301152,140,4,118,29.5,0.89659092,202.301152
202320402,120,6,131,21.83333333,0.893960015,202.320402
202320402,120,6,131,21.83333333,0.979055171,202.320402
202463938,90,5,180,36,0.929302016,202.463938
202544227,120,3,129,43,0.914394907,202.544227
202549221,80,6,187,31.16666667,0.883075477,202.549221
202607837,140,3,102,34,0.866988814,202.607837
202620778,60,6,247,41.16666667,0.931713002,202.620778
202701139,50,8,318,39.75,0.967225037,202.701139
203175412,100,4,151,37.75,0.885770857,203.175412
203188558,90,4,172,43,0.933233909,203.188558
203202945,100,2,132,66,0.866406664,203.202945
203286502,110,3,142,47.33333333,0.865196176,203.286502
203342904,70,9,223,24.77777778,0.920603105,203.342904
203838836,100,4,160,40,0.959351145,203.838836
204086574,90,4,163,40.75,0.788707668,204.086574
204087345,90,3,179,59.66666667,0.868597024,204.087345
204260467,70,6,227,37.83333333,0.962754523,204.260467
204260467,70,6,227,37.83333333,0.9902551,204.260467
204291145,100,3,148,49.33333333,0.841360262,204.291145
204325993,100,4,155,38.75,0.885989128,204.325993
204328674,110,4,143,35.75,0.917709925,204.328674
204465024,70,5,213,42.6,0.917146527,204.465024
204467176,120,4,139,34.75,0.883912719,204.467176
204629750,60,7,246,35.14285714,0.871112528,204.62975
204666950,100,5,150,30,0.90484421,204.66695
204671199,110,4,153,38.25,0.931120804,204.671199
204735659,90,6,167,27.83333333,0.874495339,204.735659
204816366,110,4,132,33,0.904742558,204.816366
204842879,60,7,246,35.14285714,0.943967364,204.842879
205235855,90,7,182,26,0.914719181,205.235855
205263474,50,9,307,34.11111111,0.947023372,205.263474
205468162,60,5,273,54.6,0.957135385,205.468162
205473952,100,5,158,31.6,0.89741172,205.473952
205473952,100,5,158,31.6,0.980443571,205.473952
205719360,80,4,194,48.5,0.9428287,205.71936
205838982,100,4,157,39.25,0.91424464,205.838982
205847840,100,6,156,26,0.937841448,205.84784
206146933,130,2,117,58.5,0.923903612,206.146933
206208346,40,9,383,42.55555556,0.963509965,206.208346
206222935,130,5,125,25,0.928856873,206.222935
206388640,100,5,147,29.4,0.911024866,206.38864
206388640,100,5,147,29.4,0.980195699,206.38864
206413841,60,8,268,33.5,0.952301482,206.413841
206443746,80,6,198,33,0.913112617,206.443746
206552558,140,5,121,24.2,0.899149698,206.552558
206552558,140,5,121,24.2,0.979482383,206.552558
206597983,140,3,108,36,0.85925607,206.597983
206697828,110,4,142,35.5,0.897195312,206.697828
206747252,100,7,163,23.28571429,0.871372901,206.747252
206783040,120,4,137,34.25,0.934193723,206.78304
206913595,80,5,178,35.6,0.849402461,206.913595
207207303,60,6,260,43.33333333,0.961024298,207.207303
207557212,90,4,178,44.5,0.939888019,207.557212
207557212,90,4,178,44.5,0.983654047,207.557212
207691248,120,5,121,24.2,0.861478845,207.691248
207770241,60,9,265,29.44444444,0.929528724,207.770241
207889230,50,9,320,35.55555556,0.970220671,207.88923
207927969,50,6,300,50,0.914566797,207.927969
208083701,130,4,109,27.25,0.861690176,208.083701
208089682,50,6,302,50.33333333,0.933555265,208.089682
208131336,110,3,128,42.66666667,0.823437163,208.131336
208345539,100,5,163,32.6,0.906436326,208.345539
208386533,140,4,116,29,0.952303593,208.386533
208640078,70,7,221,31.57142857,0.920630996,208.640078
208694993,60,6,250,41.66666667,0.926615131,208.694993
208887672,60,5,273,54.6,0.950092176,208.887672
208908660,60,8,269,33.625,0.940885349,208.90866
208983081,90,5,180,36,0.909981046,208.983081
209005443,50,8,314,39.25,0.937253436,209.005443
209221974,60,9,269,29.88888889,0.946262319,209.221974
209221974,60,9,269,29.88888889,0.988064283,209.221974
209457451,60,6,274,45.66666667,0.956414579,209.457451
209684295,70,5,224,44.8,0.903754603,209.684295
210002008,40,7,369,52.71428571,0.973060192,210.002008
210028553,110,5,155,31,0.934181017,210.028553
210032703,120,2,113,56.5,0.809822296,210.032703
210072725,140,6,113,18.83333333,0.925387083,210.072725
210072725,140,6,113,18.83333333,0.985133814,210.072725
210117687,90,9,179,19.88888889,0.920433151,210.117687
210117687,90,9,179,19.88888889,0.984324579,210.117687
210181379,50,8,307,38.375,0.951254966,210.181379
210302831,90,3,175,58.33333333,0.931981862,210.302831
210435580,100,3,162,54,0.917867718,210.43558
210507685,90,6,177,29.5,0.87187868,210.507685
210807199,60,8,276,34.5,0.965136543,210.807199
210807199,60,8,276,34.5,0.990493914,210.807199
210843814,50,7,317,45.28571429,0.961806349,210.843814
210902967,110,7,150,21.42857143,0.876988994,210.902967
211081205,40,9,395,43.88888889,0.972606992,211.081205
211136762,60,9,263,29.22222222,0.934842423,211.136762
211213469,110,2,125,62.5,0.805702999,211.213469
211302399,90,6,186,31,0.913696388,211.302399
211402361,140,4,121,30.25,0.901753864,211.402361
211427553,40,8,388,48.5,0.950462001,211.427553
211448977,140,3,109,36.33333333,0.867817968,211.448977
211651433,90,8,185,23.125,0.865233832,211.651433
211868418,90,8,183,22.875,0.901687165,211.868418
211944300,130,4,131,32.75,0.934175319,211.9443
212182123,50,6,299,49.83333333,0.945615676,212.182123
212259730,80,6,207,34.5,0.924897105,212.25973
212522820,90,5,182,36.4,0.895027738,212.52282
212561199,40,7,386,55.14285714,0.971708946,212.561199
212645485,80,5,201,40.2,0.921110851,212.645485
212721258,60,8,276,34.5,0.938706354,212.721258
212867668,120,6,144,24,0.928575317,212.867668
212896296,100,6,163,27.16666667,0.856980942,212.896296
213252129,60,8,257,32.125,0.909827465,213.252129
213345994,110,6,150,25,0.892879483,213.345994
213345994,110,6,150,25,0.983543605,213.345994
213425423,70,6,241,40.16666667,0.922056788,213.425423
213631096,120,3,116,38.66666667,0.832282891,213.631096
213671886,50,9,311,34.55555556,0.932566533,213.671886
213883859,90,3,160,53.33333333,0.821107332,213.883859
213888506,120,3,145,48.33333333,0.918307269,213.888506
213921610,130,5,136,27.2,0.921669547,213.92161
213923662,50,9,323,35.88888889,0.960956604,213.923662
214015747,70,5,222,44.4,0.831868678,214.015747
214146462,120,5,141,28.2,0.899039377,214.146462
214146462,120,5,141,28.2,0.986543187,214.146462
214223983,70,9,227,25.22222222,0.921323162,214.223983
214330177,100,3,160,53.33333333,0.881412718,214.330177
214721429,40,8,403,50.375,0.977303847,214.721429
214890597,60,6,274,45.66666667,0.928905852,214.890597
214986738,80,6,220,36.66666667,0.942977911,214.986738
215271819,90,7,192,27.42857143,0.929870674,215.271819
215302364,40,8,383,47.875,0.959954447,215.302364
215371798,70,7,243,34.71428571,0.947874314,215.371798
215507475,140,4,119,29.75,0.876648062,215.507475
215608435,50,8,316,39.5,0.926221455,215.608435
215628138,70,4,213,53.25,0.886633203,215.628138
215872198,70,5,222,44.4,0.881598476,215.872198
215939131,110,4,151,37.75,0.894869151,215.939131
216187480,120,7,137,19.57142857,0.895539392,216.18748
216187480,120,7,137,19.57142857,0.979924848,216.18748
216236529,90,9,191,21.22222222,0.907649272,216.236529
216315405,40,9,400,44.44444444,0.974343531,216.315405
216329048,80,5,211,42.2,0.925324936,216.329048
216491653,120,6,135,22.5,0.886556558,216.491653
216676976,130,6,140,23.33333333,0.930089602,216.676976
216727591,100,8,164,20.5,0.899779358,216.727591
216727591,100,8,164,20.5,0.976787306,216.727591
216732846,110,3,135,45,0.872175064,216.732846
216752437,100,5,166,33.2,0.84097504,216.752437
216780018,80,9,209,23.22222222,0.934868418,216.780018
216780018,80,9,209,23.22222222,0.984626804,216.780018
216943176,70,7,228,32.57142857,0.935547211,216.943176
217057465,70,5,241,48.2,0.937048719,217.057465
217121754,60,5,277,55.4,0.957771753,217.121754
217458479,70,9,239,26.55555556,0.936870002,217.458479
217458479,70,9,239,26.55555556,0.985099211,217.458479
217673382,40,7,391,55.85714286,0.942699524,217.673382
217676154,110,3,148,49.33333333,0.855211452,217.676154
217689616,40,8,397,49.625,0.954465048,217.689616
217785175,60,7,269,38.42857143,0.946419771,217.785175
217804791,60,8,269,33.625,0.941856481,217.804791
217836599,90,4,175,43.75,0.877110989,217.836599
217861127,140,5,121,24.2,0.886799846,217.861127
217958030,90,5,189,37.8,0.925501025,217.95803
217988547,120,5,134,26.8,0.891356891,217.988547
218371737,70,6,225,37.5,0.898356897,218.371737
218924421,80,8,207,25.875,0.914014101,218.924421
218924421,80,8,207,25.875,0.981554485,218.924421
218931463,70,7,229,32.71428571,0.9189939,218.931463
218997560,110,2,144,72,0.900332171,218.99756
219180435,130,6,131,21.83333333,0.896454669,219.180435
219180435,130,6,131,21.83333333,0.978839459,219.180435
219421539,80,5,206,41.2,0.874073931,219.421539
219422912,130,3,129,43,0.916308833,219.422912
219456621,70,7,223,31.85714286,0.879437138,219.456621
220306542,50,7,322,46,0.96537245,220.306542
220452869,70,6,222,37,0.898797573,220.452869
220522782,120,4,138,34.5,0.896176951,220.522782
220644262,80,5,219,43.8,0.918762644,220.644262
221062103,100,8,167,20.875,0.904861093,221.062103
221231483,110,7,158,22.57142857,0.943632592,221.231483
221231483,110,7,158,22.57142857,0.989348968,221.231483
