Num of reads real,Coverage percentage,Num of mice,Num of samples,Samples-mice ratio,Score,Num of reads
96262572,100,2,75,37.5,0.904890152,96.262572
96262572,100,2,75,37.5,0.974780486,96.262572
96290220,130,2,55,27.5,0.87309654,96.29022
96338271,90,3,83,27.66666667,0.791618726,96.338271
96347334,110,2,68,34,0.88257018,96.347334
96593506,70,2,96,48,0.827492798,96.593506
96816266,40,4,175,43.75,0.82096325,96.816266
96870235,40,5,189,37.8,0.886813228,96.870235
96930841,80,3,95,31.66666667,0.791173393,96.930841
96959081,80,4,84,21,0.808586153,96.959081
96959081,80,4,84,21,0.97059484,96.959081
96975452,50,6,150,25,0.824539206,96.975452
96975452,50,6,150,25,0.956350644,96.975452
97004660,140,2,61,30.5,0.835671022,97.00466
97050745,110,1,68,68,0.901662321,97.050745
97211996,80,1,68,68,0.77897004,97.211996
97214419,90,4,82,20.5,0.859543712,97.214419
97234898,140,1,51,51,0.885467548,97.234898
97649232,90,4,77,19.25,0.831017722,97.649232
97649232,90,4,77,19.25,0.977311741,97.649232
97782337,90,3,90,30,0.853617093,97.782337
97820446,60,4,131,32.75,0.894759609,97.820446
97996716,70,3,109,36.33333333,0.882718281,97.996716
98019915,70,2,84,42,0.777352783,98.019915
98036966,80,3,84,28,0.82298803,98.036966
98036966,80,3,84,28,0.975310129,98.036966
98154150,50,4,151,37.75,0.831767355,98.15415
98158311,70,3,103,34.33333333,0.840958301,98.158311
98183115,110,2,66,33,0.77508292,98.183115
98218072,140,1,42,42,0.785071395,98.218072
98293208,80,5,95,19,0.833617525,98.293208
98293208,80,5,95,19,0.965975429,98.293208
98312439,80,4,93,23.25,0.90120714,98.312439
98454552,40,7,185,26.42857143,0.880404525,98.454552
98483634,90,4,88,22,0.854230057,98.483634
98514930,50,3,135,45,0.84769517,98.51493
98532163,70,3,102,34,0.790256276,98.532163
98610763,40,5,200,40,0.918322268,98.610763
98666064,140,1,43,43,0.723587939,98.666064
98733051,60,5,136,27.2,0.891353775,98.733051
98943706,50,3,148,49.33333333,0.822233321,98.943706
99064171,100,3,83,27.66666667,0.883445277,99.064171
99119991,80,4,96,24,0.903059862,99.119991
99124909,90,2,90,45,0.887223264,99.124909
99264122,40,6,185,30.83333333,0.898403639,99.264122
99265426,100,2,76,38,0.887191009,99.265426
99356755,70,4,101,25.25,0.821963969,99.356755
99544345,50,2,144,72,0.866316206,99.544345
99565440,90,2,85,42.5,0.91130492,99.56544
99604839,110,2,74,37,0.896433281,99.604839
99604839,110,2,74,37,0.970244971,99.604839
100003794,120,2,69,34.5,0.866096085,100.003794
100004758,60,6,140,23.33333333,0.892118091,100.004758
100120870,40,6,182,30.33333333,0.819697542,100.12087
100328960,40,5,183,36.6,0.827719557,100.32896
100414505,100,3,87,29,0.83992575,100.414505
100426974,40,6,191,31.83333333,0.872666043,100.426974
100441704,100,3,78,26,0.893004699,100.441704
100559765,50,7,158,22.57142857,0.882523884,100.559765
100559765,50,7,158,22.57142857,0.971889708,100.559765
100576420,50,8,156,19.5,0.865935162,100.57642
100576420,50,8,156,19.5,0.967945174,100.57642
100688935,110,2,78,39,0.877750605,100.688935
100878817,50,5,146,29.2,0.827368798,100.878817
101005392,140,1,53,53,0.906199789,101.005392
101005392,140,1,53,53,0.96942679,101.005392
101037104,120,3,71,23.66666667,0.820443355,101.037104
101037104,120,3,71,23.66666667,0.969481641,101.037104
101150576,70,4,118,29.5,0.790910102,101.150576
101160201,60,6,131,21.83333333,0.839264501,101.160201
101160201,60,6,131,21.83333333,0.959881972,101.160201
101272113,60,3,129,43,0.895386148,101.272113
101274610,40,6,187,31.16666667,0.844966885,101.27461
101276105,110,3,71,23.66666667,0.841111037,101.276105
101303918,70,3,102,34,0.774310575,101.303918
101310176,110,3,70,23.33333333,0.881267376,101.310176
101310176,110,3,70,23.33333333,0.975785579,101.310176
101587706,50,4,151,37.75,0.839731123,101.587706
101601472,50,2,132,66,0.801918229,101.601472
101919418,50,4,160,40,0.939919235,101.919418
102048996,130,2,56,28,0.808013004,102.048996
102145572,50,3,148,49.33333333,0.82705263,102.145572
102162996,50,4,155,38.75,0.867301006,102.162996
102181154,110,2,61,30.5,0.815214628,102.181154
102233588,60,4,139,34.75,0.791296826,102.233588
102299477,140,3,59,19.66666667,0.880383674,102.299477
102299477,140,3,59,19.66666667,0.973996665,102.299477
102333475,50,5,150,30,0.880938408,102.333475
102397663,100,1,72,72,0.865394083,102.397663
102444113,140,1,51,51,0.834409244,102.444113
102547251,80,3,103,34.33333333,0.876738777,102.547251
102736976,50,5,158,31.6,0.868885346,102.736976
102736976,50,5,158,31.6,0.972304308,102.736976
102744271,80,3,97,32.33333333,0.826359478,102.744271
102859680,40,4,194,48.5,0.91273336,102.85968
102919491,50,4,157,39.25,0.868698808,102.919491
102923920,50,6,156,26,0.912951511,102.92392
102991426,100,1,78,78,0.923649004,102.991426
103181290,140,2,53,26.5,0.843292074,103.18129
103181290,140,2,53,26.5,0.962872104,103.18129
103194320,50,5,147,29.4,0.867334404,103.19432
103194320,50,5,147,29.4,0.966941123,103.19432
103221873,40,6,198,33,0.896012024,103.221873
103276279,70,5,121,24.2,0.870350053,103.276279
103276279,70,5,121,24.2,0.970702099,103.276279
103296740,130,3,63,21,0.854231526,103.29674
103296740,130,3,63,21,0.972433027,103.29674
103298991,70,3,108,36,0.840326648,103.298991
103349441,80,2,106,53,0.917735053,103.349441
103373626,50,7,163,23.28571429,0.831084092,103.373626
103391520,60,4,137,34.25,0.881015656,103.39152
103456797,40,5,178,35.6,0.809039083,103.456797
103556797,120,2,68,34,0.911183186,103.556797
103697160,140,2,55,27.5,0.889364883,103.69716
103790577,80,2,99,49.5,0.873389468,103.790577
103845624,60,5,121,24.2,0.821791024,103.845624
103897328,130,2,59,29.5,0.844376625,103.897328
104172769,50,5,163,32.6,0.876392765,104.172769
104193266,70,4,116,29,0.887727787,104.193266
104209530,80,4,101,25.25,0.91571576,104.20953
104209530,80,4,101,25.25,0.981355524,104.20953
104277621,90,3,90,30,0.861878946,104.277621
104286639,130,3,56,18.66666667,0.869043185,104.286639
104863224,100,3,86,28.66666667,0.835845273,104.863224
105016351,60,2,113,56.5,0.754241831,105.016351
105036362,70,6,113,18.83333333,0.887663274,105.036362
105036362,70,6,113,18.83333333,0.973971922,105.036362
105074688,100,1,59,59,0.777379272,105.074688
105106183,120,2,68,34,0.896412571,105.106183
105177865,90,3,100,33.33333333,0.857478052,105.177865
105217790,50,3,162,54,0.881920805,105.21779
105403026,100,4,78,19.5,0.853125209,105.403026
105403026,100,4,78,19.5,0.969755794,105.403026
105415488,90,3,88,29.33333333,0.807899496,105.415488
105591968,110,3,68,22.66666667,0.81098188,105.591968
105701180,70,4,121,30.25,0.845192592,105.70118
105724488,70,3,109,36.33333333,0.784266159,105.724488
105873540,120,1,68,68,0.902885297,105.87354
105888829,110,2,75,37.5,0.927674531,105.888829
105888829,110,2,75,37.5,0.982143077,105.888829
106129865,40,6,207,34.5,0.886246425,106.129865
106322742,40,5,201,40.2,0.896123472,106.322742
106433834,60,6,144,24,0.885773906,106.433834
106448148,50,6,163,27.16666667,0.816434363,106.448148
106778707,90,2,91,45.5,0.875037066,106.778707
106815548,60,3,116,38.66666667,0.742620868,106.815548
106837066,100,4,81,20.25,0.822852953,106.837066
106944253,60,3,145,48.33333333,0.890080334,106.944253
107042524,100,3,83,27.66666667,0.827350556,107.042524
107073231,60,5,141,28.2,0.824070969,107.073231
107073231,60,5,141,28.2,0.961988187,107.073231
107108853,120,2,66,33,0.783551121,107.108853
107165088,50,3,160,53.33333333,0.840632393,107.165088
107493369,40,6,220,36.66666667,0.941539852,107.493369
107604845,90,2,93,46.5,0.849192062,107.604845
107753737,70,4,119,29.75,0.794443138,107.753737
107915646,90,2,95,47.5,0.920835834,107.915646
108016022,100,4,82,20.5,0.875782012,108.016022
108024842,90,2,97,48.5,0.89601562,108.024842
108093740,60,7,137,19.57142857,0.841252865,108.09374
108093740,60,7,137,19.57142857,0.961860826,108.09374
108164524,40,5,211,42.2,0.910471414,108.164524
108245826,60,6,135,22.5,0.834599322,108.245826
108273687,80,5,107,21.4,0.934196592,108.273687
108337443,130,2,69,34.5,0.86828659,108.337443
108363795,50,8,164,20.5,0.881703391,108.363795
108363795,50,8,164,20.5,0.967603228,108.363795
108376218,50,5,166,33.2,0.807740993,108.376218
108390009,40,9,209,23.22222222,0.912897143,108.390009
108390009,40,9,209,23.22222222,0.977424885,108.390009
108499147,100,4,77,19.25,0.847748355,108.499147
108499147,100,4,77,19.25,0.981255488,108.499147
108647042,100,3,90,30,0.857661926,108.647042
108659824,120,2,74,37,0.900696148,108.659824
108659824,120,2,74,37,0.97043378,108.659824
108930563,70,5,121,24.2,0.808545084,108.930563
108947371,80,3,99,33,0.853790858,108.947371
108970588,110,3,83,27.66666667,0.886629364,108.970588
108994273,60,5,134,26.8,0.867154719,108.994273
109047196,90,3,95,31.66666667,0.827508268,109.047196
109078966,90,4,84,21,0.841458275,109.078966
109078966,90,4,84,21,0.97824979,109.078966
109191968,110,2,76,38,0.887864907,109.191968
109363495,90,1,68,68,0.76819093,109.363495
109426261,100,4,88,22,0.897788931,109.426261
109456863,130,3,71,23.66666667,0.812046806,109.456863
109456863,130,3,71,23.66666667,0.966063857,109.456863
109462210,40,8,207,25.875,0.895500767,109.46221
109462210,40,8,207,25.875,0.973548882,109.46221
109710769,40,5,206,41.2,0.848764177,109.710769
109842475,120,2,78,39,0.87412306,109.842475
109898919,140,2,56,28,0.811910405,109.898919
110138788,100,2,90,45,0.889263868,110.138788
110261391,60,4,138,34.5,0.860777977,110.261391
110291587,90,3,84,28,0.82450943,110.291587
110291587,90,3,84,28,0.975643338,110.291587
110322131,40,5,219,43.8,0.897040475,110.322131
110392578,80,2,96,48,0.829372135,110.392578
110455955,110,3,87,29,0.853473778,110.455955
110483024,120,3,71,23.66666667,0.834222202,110.483024
110485874,110,3,78,26,0.879806461,110.485874
110520192,120,3,70,23.33333333,0.890976629,110.520192
110520192,120,3,70,23.33333333,0.979076663,110.520192
110531051,50,8,167,20.875,0.875485133,110.531051
110579859,90,5,95,19,0.85311261,110.579859
110579859,90,5,95,19,0.970298943,110.579859
110601494,90,4,93,23.25,0.913736373,110.601494
110628267,100,2,85,42.5,0.924476239,110.628267
110684930,40,7,215,30.71428571,0.916592906,110.68493
110684930,40,7,215,30.71428571,0.981435305,110.68493
110850698,50,7,171,24.42857143,0.874312408,110.850698
110850698,50,7,171,24.42857143,0.968312894,110.850698
110883546,60,3,142,47.33333333,0.792695421,110.883546
111002194,70,2,117,58.5,0.863165953,111.002194
111043118,70,5,125,25,0.891678046,111.043118
111222498,40,8,212,26.5,0.902265074,111.222498
111222498,40,8,212,26.5,0.977761685,111.222498
111242643,140,3,63,21,0.857701704,111.242643
111242643,140,3,63,21,0.972458744,111.242643
111420696,50,4,168,42,0.90409313,111.420696
111452004,60,4,143,35.75,0.853042532,111.452004
111470350,120,2,61,30.5,0.834232041,111.47035
111509990,90,4,96,24,0.928943334,111.50999
111516792,40,6,202,33.66666667,0.830279596,111.516792
111528218,40,7,217,31,0.896444265,111.528218
111638836,60,4,153,38.25,0.923968112,111.638836
111718018,60,4,132,33,0.866933582,111.718018
111760682,50,6,173,28.83333333,0.897965537,111.760682
111760682,50,6,173,28.83333333,0.977198293,111.760682
111804967,50,5,181,36.2,0.809836589,111.804967
111889430,140,2,59,29.5,0.858604388,111.88943
111996247,80,3,109,36.33333333,0.862954233,111.996247
112022760,80,2,84,42,0.800001366,112.02276
112045070,70,4,109,27.25,0.798799595,112.04507
112142285,40,9,215,23.88888889,0.884996065,112.142285
112180927,80,3,103,34.33333333,0.841142266,112.180927
112186530,130,2,68,34,0.912720938,112.18653
112187934,40,4,208,52,0.921023781,112.187934
112248046,40,8,221,27.625,0.937655053,112.248046
112308688,140,3,56,18.66666667,0.839857148,112.308688
112479966,50,5,180,36,0.911366341,112.479966
112608186,80,3,102,34,0.793833242,112.608186
112637429,110,1,72,72,0.861259594,112.637429
112646942,40,4,194,48.5,0.742053625,112.646942
112744270,60,4,142,35.5,0.843991179,112.74427
112882532,50,4,172,43,0.901353036,112.882532
113290568,110,1,78,78,0.922886024,113.290568
113381430,50,4,163,40.75,0.751942372,113.38143
113381858,50,3,179,59.66666667,0.86098541,113.381858
113526183,60,3,128,42.66666667,0.775386912,113.526183
113550577,80,4,101,25.25,0.841657424,113.550577
113742033,50,6,167,27.83333333,0.839535575,113.742033
113798973,40,8,214,26.75,0.895023238,113.798973
113865031,130,2,68,34,0.896632553,113.865031
114019919,50,7,182,26,0.901738051,114.019919
114102332,40,7,207,29.57142857,0.843387043,114.102332
114116230,40,5,218,43.6,0.942757008,114.11623
114123853,70,4,131,32.75,0.908924874,114.123853
114561029,60,5,155,31,0.905577665,114.561029
114696335,130,1,68,68,0.916332593,114.696335
115037982,60,7,150,21.42857143,0.824074862,115.037982
115188559,70,5,136,27.2,0.894074572,115.188559
115191238,120,3,68,22.66666667,0.799495051,115.191238
115207347,60,2,125,62.5,0.760709652,115.207347
115248070,40,7,214,30.57142857,0.919925072,115.24807
115248070,40,7,214,30.57142857,0.981315643,115.24807
115309562,50,4,178,44.5,0.907772281,115.309562
115309562,50,4,178,44.5,0.972175268,115.309562
115349546,110,3,86,28.66666667,0.849174882,115.349546
115365657,90,3,103,34.33333333,0.893750628,115.365657
115410711,40,4,217,54.25,0.938147511,115.410711
115515086,120,2,75,37.5,0.918705529,115.515086
115515086,120,2,75,37.5,0.978969086,115.515086
115582156,110,1,59,59,0.790841894,115.582156
115587305,90,3,97,32.33333333,0.807974886,115.587305
115600658,80,4,118,29.5,0.833256028,115.600658
115775907,80,3,102,34,0.829044063,115.775907
115864024,100,3,90,30,0.829268613,115.864024
115943328,110,4,78,19.5,0.870041313,115.943328
115943328,110,4,78,19.5,0.973922375,115.943328
116034591,130,2,66,33,0.789667779,116.034591
116101712,50,5,180,36,0.883045003,116.101712
116195945,40,9,223,24.77777778,0.909404723,116.195945
116268121,90,2,106,53,0.930283593,116.268121
116370542,60,6,150,25,0.841700613,116.370542
116370542,60,6,150,25,0.96728758,116.370542
116671093,140,2,69,34.5,0.869585761,116.671093
116672217,70,6,140,23.33333333,0.901032799,116.672217
116720267,40,6,227,37.83333333,0.945414974,116.720267
116720267,40,6,227,37.83333333,0.984697357,116.720267
116732048,50,9,179,19.88888889,0.887320105,116.732048
116732048,50,9,179,19.88888889,0.972994722,116.732048
116764399,90,2,99,49.5,0.876158188,116.764399
116834906,50,3,175,58.33333333,0.907390313,116.834906
116837156,40,5,213,42.6,0.896423855,116.837156
116864295,100,3,100,33.33333333,0.870882994,116.864295
116948714,50,6,177,29.5,0.855099299,116.948714
117128320,100,3,88,29.33333333,0.840182474,117.12832
117235721,90,4,101,25.25,0.898528629,117.235721
117235721,90,4,101,25.25,0.977559959,117.235721
117390222,50,6,186,31,0.90536001,117.390222
117520772,110,4,81,20.25,0.811230931,117.520772
117584129,50,8,185,23.125,0.865857636,117.584129
117704677,50,8,183,22.875,0.872995153,117.704677
117714810,130,2,74,37,0.910336964,117.71481
117714810,130,2,74,37,0.974731959,117.71481
117746776,110,3,83,27.66666667,0.779063891,117.746776
117784980,60,4,151,37.75,0.825200411,117.78498
117876621,140,3,71,23.66666667,0.841136555,117.876621
117876621,140,3,71,23.66666667,0.974194035,117.876621
118020234,70,6,131,21.83333333,0.856191448,118.020234
118020234,70,6,131,21.83333333,0.965291462,118.020234
118030033,80,5,121,24.2,0.88555652,118.030033
118030033,80,5,121,24.2,0.974683348,118.030033
118055990,80,3,108,36,0.803267382,118.05599
118068233,50,5,182,36.4,0.871660124,118.068233
118150799,70,3,129,43,0.908761793,118.150799
118217916,60,3,135,45,0.836920009,118.217916
118643008,100,2,91,45.5,0.860529612,118.643008
118732447,60,3,148,49.33333333,0.802933888,118.732447
118817624,110,4,82,20.5,0.876151692,118.817624
118824366,50,3,160,53.33333333,0.764104412,118.824366
118877005,120,3,83,27.66666667,0.900871419,118.877005
118996014,130,2,78,39,0.888215487,118.996014
119078019,80,4,116,29,0.915273137,119.078019
119118511,120,2,76,38,0.91457073,119.118511
119222902,40,7,221,31.57142857,0.893792559,119.222902
119272519,70,4,139,34.75,0.814038158,119.272519
119349061,110,4,77,19.25,0.848940274,119.349061
119349061,110,4,77,19.25,0.981375269,119.349061
119453214,60,2,144,72,0.868716957,119.453214
119511746,110,3,90,30,0.882156953,119.511746
119560939,100,2,93,46.5,0.881289266,119.560939
119595455,50,7,192,27.42857143,0.906974222,119.595455
119689943,130,3,71,23.66666667,0.855398247,119.689943
119730208,130,3,70,23.33333333,0.905659774,119.730208
119730208,130,3,70,23.33333333,0.982643387,119.730208
119819597,40,5,224,44.8,0.896990941,119.819597
119906274,100,2,95,47.5,0.942479895,119.906274
120027603,100,2,97,48.5,0.899313606,120.027603
120041557,80,6,113,18.83333333,0.887338273,120.041557
120041557,80,6,113,18.83333333,0.974169452,120.041557
120131405,50,9,191,21.22222222,0.881063857,120.131405
120368887,110,4,88,22,0.885375477,120.368887
120497406,120,3,87,29,0.866913953,120.497406
120530044,120,3,78,26,0.893062854,120.530044
120623439,70,4,137,34.25,0.894624209,120.623439
120671718,60,7,158,22.57142857,0.896403297,120.671718
120671718,60,7,158,22.57142857,0.976371321,120.671718
120691704,60,8,156,19.5,0.855439392,120.691704
120691704,60,8,156,19.5,0.963122096,120.691704
120759546,130,2,61,30.5,0.816932063,120.759546
120801349,80,4,121,30.25,0.884539735,120.801349
120816263,140,2,68,34,0.915501807,120.816263
120827987,80,3,109,36.33333333,0.747619355,120.827987
121020333,50,4,175,43.75,0.841926996,121.020333
121054580,60,5,146,29.2,0.835426068,121.05458
121087794,50,5,189,37.8,0.88937217,121.087794
121152666,110,2,90,45,0.88912972,121.152666
121153227,70,5,121,24.2,0.844723159,121.153227
121163552,100,3,95,31.66666667,0.794489628,121.163552
121198852,100,4,84,21,0.830841073,121.198852
121198852,100,4,84,21,0.975453223,121.198852
121514995,100,1,68,68,0.766845201,121.514995
121691093,110,2,85,42.5,0.915086961,121.691093
121807898,90,5,107,21.4,0.932229977,121.807898
121905247,60,4,151,37.75,0.871346499,121.905247
121921767,60,2,132,66,0.805060004,121.921767
121957384,40,6,241,40.16666667,0.906263467,121.957384
122294712,40,5,222,44.4,0.826052947,122.294712
122303301,60,4,160,40,0.939931823,122.303301
122413704,40,9,227,25.22222222,0.907007776,122.413704
122519077,70,2,113,56.5,0.769823524,122.519077
122546208,100,3,84,28,0.785282393,122.546208
122546208,100,3,84,28,0.967717332,122.546208
122565792,90,3,99,33,0.869005271,122.565792
122574687,60,3,148,49.33333333,0.804895458,122.574687
122595595,60,4,155,38.75,0.869715556,122.595595
122623880,140,2,68,34,0.897415635,122.62388
122800170,60,5,150,30,0.893491576,122.80017
122866510,100,5,95,19,0.904401475,122.86651
122866510,100,5,95,19,0.984907792,122.86651
122877195,120,1,72,72,0.874086494,122.877195
122890549,100,4,93,23.25,0.897234921,122.890549
123068190,50,7,185,26.42857143,0.886978557,123.06819
123069599,40,7,243,34.71428571,0.934048186,123.069599
123147128,80,4,119,29.75,0.830749928,123.147128
123216079,40,4,213,53.25,0.874446615,123.216079
123263454,50,5,200,40,0.919202603,123.263454
123284371,60,5,158,31.6,0.880100075,123.284371
123284371,60,5,158,31.6,0.97637129,123.284371
123355542,40,5,222,44.4,0.887768809,123.355542
123503389,60,4,157,39.25,0.885068698,123.503389
123508704,60,6,156,26,0.916031019,123.508704
123519129,140,1,68,68,0.929826767,123.519129
123589711,120,1,78,78,0.92435213,123.589711
123833184,60,5,147,29.4,0.880875791,123.833184
123833184,60,5,147,29.4,0.971654838,123.833184
123899989,100,4,96,24,0.917050499,123.899989
123967529,40,7,228,32.57142857,0.921561799,123.967529
124032837,40,5,241,48.2,0.933206854,124.032837
124048351,60,7,163,23.28571429,0.842763533,124.048351
124080153,50,6,185,30.83333333,0.882601453,124.080153
124172806,70,6,144,24,0.902668527,124.172806
124191650,90,2,96,48,0.842502564,124.19165
124261988,40,9,239,26.55555556,0.932982771,124.261988
124261988,40,9,239,26.55555556,0.9849602,124.261988
124492072,80,5,121,24.2,0.829661614,124.492072
124618139,70,3,116,38.66666667,0.797897147,124.618139
124768295,70,3,145,48.33333333,0.893822809,124.768295
124783850,40,6,225,37.5,0.863829029,124.78385
124790508,130,3,68,22.66666667,0.761498186,124.790508
124918769,70,5,141,28.2,0.829438511,124.918769
124918769,70,5,141,28.2,0.962242173,124.918769
124960329,140,2,66,33,0.808370339,124.960329
125007323,60,5,163,32.6,0.876580967,125.007323
125103693,40,7,229,32.71428571,0.89683114,125.103693
125141343,130,2,75,37.5,0.929387956,125.141343
125141343,130,2,75,37.5,0.98223998,125.141343
125151088,50,6,182,30.33333333,0.815548413,125.151088
125403783,40,7,223,31.85714286,0.865303902,125.403783
125411200,50,5,183,36.6,0.834538475,125.4112
125533717,50,6,191,31.83333333,0.874104043,125.533717
125835868,120,3,86,28.66666667,0.854588762,125.835868
125973068,40,6,222,37,0.88052617,125.973068
125995778,90,3,109,36.33333333,0.889216864,125.995778
126025605,90,2,84,42,0.793469674,126.025605
126089625,120,1,59,59,0.764531753,126.089625
126109363,70,7,137,19.57142857,0.859113299,126.109363
126109363,70,7,137,19.57142857,0.967114687,126.109363
126203543,90,3,103,34.33333333,0.88154119,126.203543
126261348,60,3,162,54,0.874613114,126.261348
126286797,70,6,135,22.5,0.830998775,126.286797
126483631,120,4,78,19.5,0.870167764,126.483631
126483631,120,4,78,19.5,0.974218638,126.483631
126575502,40,4,228,57,0.850073238,126.575502
126593263,50,6,187,31.16666667,0.863123748,126.593263
126684209,90,3,102,34,0.856514712,126.684209
126701084,40,8,234,29.25,0.92116404,126.701084
126769795,140,2,74,37,0.922560215,126.769795
126769795,140,2,74,37,0.97813957,126.769795
126859651,80,2,117,58.5,0.872298687,126.859651
126906421,80,5,125,25,0.902214184,126.906421
127159986,70,5,134,26.8,0.861466162,127.159986
127450426,110,3,90,30,0.856772503,127.450426
127648005,40,8,247,30.875,0.931399467,127.648005
127737777,60,6,163,27.16666667,0.827571871,127.737777
127744399,90,4,101,25.25,0.837329409,127.744399
127838198,40,6,243,40.5,0.92095672,127.838198
127995072,40,7,244,34.85714286,0.844015468,127.995072
128018701,40,8,244,30.5,0.919365566,128.018701
128051508,80,4,109,27.25,0.813578322,128.051508
128149554,140,2,78,39,0.890564678,128.149554
128184064,100,3,103,34.33333333,0.896856563,128.184064
128204479,120,4,81,20.25,0.837576758,128.204479
128430339,100,3,97,32.33333333,0.771905892,128.430339
128451028,120,3,83,27.66666667,0.776172539,128.451028
128550724,110,3,100,33.33333333,0.873663968,128.550724
128574600,50,4,194,48.5,0.921150515,128.5746
128598106,60,3,160,53.33333333,0.877871215,128.598106
128638289,70,4,138,34.5,0.866083204,128.638289
128783422,130,3,83,27.66666667,0.884230682,128.783422
128841152,110,3,88,29.33333333,0.806552125,128.841152
128896861,140,3,71,23.66666667,0.856620475,128.896861
128940223,140,3,70,23.33333333,0.905658437,128.940223
128940223,140,3,70,23.33333333,0.982738574,128.940223
129027341,50,6,198,33,0.895089941,129.027341
129045053,130,2,76,38,0.926261527,129.045053
129186802,100,2,106,53,0.931439859,129.186802
129320997,50,5,178,35.6,0.809113309,129.320997
129364137,70,3,142,47.33333333,0.821701981,129.364137
129619226,120,4,82,20.5,0.888948007,129.619226
129738222,100,2,99,49.5,0.877693822,129.738222
130027337,70,4,143,35.75,0.895086257,130.027337
130036554,60,8,164,20.5,0.90067839,130.036554
130036554,60,8,164,20.5,0.976324818,130.036554
130048742,140,2,61,30.5,0.836839409,130.048742
130050740,90,4,118,29.5,0.835944725,130.05074
130051462,60,5,166,33.2,0.831093702,130.051462
130198976,120,4,77,19.25,0.864705356,130.198976
130198976,120,4,77,19.25,0.984395907,130.198976
130245308,70,4,153,38.25,0.937111993,130.245308
130247895,90,3,102,34,0.821147328,130.247895
130261913,100,4,101,25.25,0.912892603,130.261913
130261913,100,4,101,25.25,0.981074831,130.261913
130337687,70,4,132,33,0.863268447,130.337687
130376450,120,3,90,30,0.887659893,130.37645
130407097,40,7,242,34.57142857,0.872977776,130.407097
130427261,80,4,131,32.75,0.912329804,130.427261
130507308,110,2,91,45.5,0.843537191,130.507308
130538856,130,3,87,29,0.85319837,130.538856
130574215,130,3,78,26,0.90601165,130.574215
131032068,40,6,244,40.66666667,0.911247464,131.032068
131067758,40,5,232,46.4,0.848671491,131.067758
131311513,120,4,88,22,0.885452516,131.311513
131517032,110,2,93,46.5,0.883857047,131.517032
131534981,70,4,142,35.5,0.861424822,131.534981
131644068,80,5,136,27.2,0.904903748,131.644068
131896901,110,2,95,47.5,0.944400821,131.896901
131982387,40,6,253,42.16666667,0.93440725,131.982387
132030363,110,2,97,48.5,0.912233601,132.030363
132166545,120,2,90,45,0.930762422,132.166545
132447214,70,3,128,42.66666667,0.793910842,132.447214
132574368,40,9,255,28.33333333,0.931897167,132.574368
132620660,40,9,251,27.88888889,0.916103606,132.62066
132637261,60,8,167,20.875,0.869489094,132.637261
132662331,50,6,207,34.5,0.909129045,132.662331
132753920,120,2,85,42.5,0.937656091,132.75392
132783787,90,5,121,24.2,0.873480815,132.783787
132783787,90,5,121,24.2,0.97115459,132.783787
132812989,90,3,108,36,0.81734265,132.812989
132903428,50,5,201,40.2,0.911360741,132.903428
133020837,60,7,171,24.42857143,0.882115432,133.020837
133020837,60,7,171,24.42857143,0.972943988,133.020837
133116961,130,1,72,72,0.874180574,133.116961
133279907,110,3,95,31.66666667,0.851461779,133.279907
133318737,110,4,84,21,0.845340261,133.318737
133318737,110,4,84,21,0.979033614,133.318737
133339677,80,6,140,23.33333333,0.893647866,133.339677
133476878,40,7,254,36.28571429,0.906803503,133.476878
133654534,70,5,155,31,0.910693362,133.654534
133666494,110,1,68,68,0.798788245,133.666494
133704835,60,4,168,42,0.887126021,133.704835
133888853,130,1,78,78,0.926618341,133.888853
133962771,90,4,116,29,0.914046579,133.962771
134112818,60,6,173,28.83333333,0.888096287,134.112818
134112818,60,6,173,28.83333333,0.97354889,134.112818
134165961,60,5,181,36.2,0.823695078,134.165961
134210978,70,7,150,21.42857143,0.854168765,134.210978
134254281,40,8,247,30.875,0.894916116,134.254281
134366711,50,6,220,36.66666667,0.942489982,134.366711
134389778,140,3,68,22.66666667,0.820188416,134.389778
134408571,70,2,125,62.5,0.779998845,134.408571
134719376,40,4,239,59.75,0.878407082,134.719376
134767600,140,2,75,37.5,0.95106625,134.7676
134767600,140,2,75,37.5,0.987943025,134.7676
134800828,110,3,84,28,0.824883109,134.800828
134800828,110,3,84,28,0.976208107,134.800828
134880268,80,6,131,21.83333333,0.86100874,134.880268
134880268,80,6,131,21.83333333,0.965768255,134.880268
134975959,60,5,180,36,0.922755356,134.975959
135029484,80,3,129,43,0.88683793,135.029484
135046752,90,6,113,18.83333333,0.902231697,135.046752
135046752,90,6,113,18.83333333,0.978337899,135.046752
135080518,40,6,247,41.16666667,0.919475623,135.080518
135153161,110,5,95,19,0.849017526,135.153161
135153161,110,5,95,19,0.971021966,135.153161
135179603,110,4,93,23.25,0.92674259,135.179603
135205655,50,5,211,42.2,0.913327975,135.205655
135342109,100,5,107,21.4,0.934204424,135.342109
135459039,60,4,172,43,0.93235223,135.459039
135487511,50,9,209,23.22222222,0.911247222,135.487511
135487511,50,9,209,23.22222222,0.977559978,135.487511
135765632,70,6,150,25,0.847555031,135.765632
135765632,70,6,150,25,0.967517344,135.765632
135901518,90,4,121,30.25,0.874869257,135.901518
135931485,90,3,109,36.33333333,0.78056112,135.931485
136057716,60,4,163,40.75,0.778002597,136.057716
136058230,60,3,179,59.66666667,0.86046855,136.05823
