id,strain,Age,Stimulus,Individuals,Celltype,CellName
 do11939,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_69
 do11940,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_31
 do11942,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_33
 do11946,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_34
 do11947,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_35
 do11951,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_63
 do11952,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_37
 do11954,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_39
 do11955,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_58
 do11958,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_40
 do11961,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_55
 do11962,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_56
 do11965,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_44
 do11967,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_52
 do11969,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_54
 do11970,Mus musculus domesticus,Young,Unstimulated,B6 young 7,FACS-purified Effector Memory,SS87_naive_46
 do11994,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_12
 do11995,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_11
 do12002,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_13
 do12006,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_18
 do12020,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_22
 do12028,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_71
 do12033,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_67
 do12037,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_32
 do12047,Mus musculus domesticus,Young,Active,B6 young 7,FACS-purified Effector Memory,SS87_active_63
